ID,Number_Of_Wins_This_Season,Number_Of_First_Round_Draft_Picks,Average_Player_Age,Number_Of_Injured_Players,Coach_Experience_Level,Won_Championship
3725,14,2,26,7,2,A
737,14,2,27,4,2,A
6751,16,2,25,5,2,A
9521,14,2,26,5,2,A
665,15,2,26,5,2,A
4,16,2,26,2,2,A
9717,15,3,27,7,2,B
8605,15,3,26,6,2,A
4988,13,2,27,7,2,A
7598,14,3,26,5,2,B
3337,15,2,25,6,2,A
9517,12,1,28,6,2,A
629,13,1,26,3,2,B
8042,15,2,27,5,2,B
9401,14,3,26,6,2,A
7321,13,2,26,6,2,B
4629,15,2,27,5,1,B
4031,13,2,27,6,2,B
3752,13,2,27,6,2,A
7378,13,2,25,4,2,B
8132,13,2,26,7,2,A
2201,15,2,27,4,2,A
8185,16,3,26,5,2,B
221,13,1,27,5,2,A
1486,15,2,26,4,2,A
5899,14,2,26,7,2,B
6908,11,1,28,7,2,B
9826,14,2,26,5,2,B
926,13,3,26,6,3,B
3084,14,2,26,5,1,A
9518,14,2,27,5,2,B
3674,15,3,26,6,2,B
5401,15,2,27,7,1,B
1270,14,2,26,6,2,A
5808,14,2,26,6,2,A
9708,14,3,26,6,2,B
4648,13,2,27,6,2,A
2421,13,2,27,7,2,A
3245,14,2,26,5,2,B
1413,14,2,26,4,2,B
1396,13,1,27,6,1,A
4246,16,2,26,3,2,A
2606,14,2,26,7,2,A
6768,15,3,26,7,2,A
9299,16,3,25,5,2,A
2075,15,2,26,5,2,A
6311,13,3,26,6,2,B
9933,16,2,27,6,1,B
1953,15,1,26,4,1,A
9789,15,3,27,6,2,A
7712,13,2,27,7,2,A
52,14,2,26,6,2,A
4073,11,2,26,5,2,B
7796,15,2,26,6,2,B
7076,15,3,26,5,2,B
9682,14,2,27,4,2,B
5922,14,2,26,4,2,A
8846,15,2,26,4,2,A
5869,14,2,27,5,2,A
4671,13,1,27,6,2,A
6811,17,3,27,6,2,B
5930,15,2,27,5,2,B
8690,14,2,26,4,2,B
3717,15,3,26,5,2,A
3618,13,1,27,4,2,B
7681,15,3,26,8,2,B
2873,15,3,26,6,2,B
4063,13,2,26,7,2,A
8868,14,3,26,5,2,B
2295,14,2,26,6,2,B
3737,13,2,27,6,2,A
566,14,2,26,5,2,A
8591,16,3,26,3,2,A
1495,13,2,26,4,2,B
6864,15,2,26,5,2,B
5516,14,2,26,5,2,A
5225,12,1,27,6,1,A
8156,13,2,27,6,2,A
7080,15,2,25,4,2,A
526,13,2,26,4,2,B
2658,14,2,26,5,2,B
8676,15,3,26,6,2,B
333,14,3,26,7,2,B
1285,14,3,26,6,2,A
3572,14,2,26,6,2,B
8391,14,2,27,6,2,B
8504,13,2,26,6,1,A
7969,13,2,26,6,2,B
2536,14,1,27,4,2,B
626,12,1,27,3,2,B
7170,14,2,26,6,2,A
2824,13,2,26,4,2,B
2576,12,2,26,6,2,B
9347,13,2,27,7,2,A
4777,13,1,27,4,1,A
3216,15,2,26,5,2,B
6980,13,2,26,4,2,B
217,15,2,27,6,2,A
6168,17,2,26,5,2,B
5079,12,1,27,5,2,A
1705,14,2,27,5,2,A
1842,14,1,26,5,1,A
5396,13,2,27,6,2,B
6007,15,2,26,4,1,A
7163,15,2,27,6,2,B
124,14,2,26,4,2,B
6382,15,3,26,6,2,A
4853,14,3,26,6,2,B
9959,16,2,27,6,2,B
6059,12,2,26,4,3,B
7543,14,1,26,5,1,B
4570,13,1,26,3,2,B
4825,14,2,26,6,2,B
9250,15,2,27,4,2,B
3788,12,2,27,4,2,B
7398,15,2,26,4,2,A
3095,14,2,27,6,2,B
4585,14,2,27,5,2,B
6426,13,2,26,6,2,A
7861,13,3,26,5,3,B
4775,15,3,26,6,2,B
2611,15,2,26,7,1,B
5653,15,3,26,5,2,B
3676,15,2,26,4,2,A
3966,14,3,27,6,3,B
2844,12,3,26,4,3,B
4275,14,3,26,6,2,B
9786,14,3,26,7,2,A
5901,15,2,27,5,1,B
9053,15,2,27,3,2,A
8284,14,2,26,5,2,A
3285,13,2,26,6,2,B
9325,14,2,27,4,2,B
4359,15,2,27,5,2,B
5439,15,2,27,3,2,A
9478,14,2,26,6,2,A
3586,14,2,26,7,1,B
8377,14,2,27,4,2,B
5601,14,2,26,5,2,B
8841,14,1,26,5,1,B
357,13,2,27,3,2,B
8498,13,2,27,6,2,A
9791,13,1,27,3,1,A
5884,16,3,26,4,2,A
5301,13,2,27,6,2,A
67,14,3,26,6,3,B
5506,14,3,26,6,3,B
2501,15,3,26,5,2,B
38,15,2,26,4,2,A
2840,13,2,26,6,2,A
1522,14,2,27,6,2,B
1087,14,3,26,7,2,A
1368,14,2,26,5,2,A
1679,14,2,26,6,2,A
5646,14,1,27,4,2,A
8620,14,2,25,7,1,B
5148,13,3,26,7,3,B
359,15,2,27,6,2,B
6917,12,2,26,5,3,B
3880,13,2,26,7,2,A
4665,15,2,26,5,2,A
976,15,2,26,5,2,A
2919,11,2,27,9,2,A
4994,14,4,26,8,3,B
3771,13,2,26,4,2,A
1004,13,1,27,4,1,A
3469,14,2,26,6,2,A
3137,13,2,27,8,2,A
7278,14,1,26,4,1,A
3017,11,2,25,4,3,B
4896,12,2,27,7,2,A
4313,12,2,26,4,3,B
896,15,2,26,4,2,A
5542,15,3,26,6,2,A
8901,15,3,26,6,2,B
6726,13,1,27,6,1,A
9440,15,2,26,3,2,A
6558,12,2,26,8,1,A
2768,12,2,27,4,2,B
5845,14,2,26,5,2,A
2772,14,2,26,6,2,A
5056,14,2,26,6,2,A
1819,14,3,26,7,2,B
368,13,1,26,5,1,A
211,13,2,26,7,1,A
3948,14,2,27,6,2,B
7353,14,2,27,4,2,A
8448,13,2,27,7,2,B
6552,15,2,27,6,2,B
9591,13,2,26,7,2,A
2176,15,3,26,6,2,A
5036,14,2,26,4,2,A
6179,14,2,26,4,2,B
1343,13,3,26,8,3,B
5203,14,2,27,5,2,B
6105,15,2,27,4,2,B
7303,14,3,26,6,2,A
8200,14,2,27,5,2,B
1325,15,2,26,3,2,A
3435,14,2,26,4,2,B
8283,12,1,27,5,1,A
2043,15,2,26,5,2,A
5276,12,2,27,8,2,A
7655,14,2,26,6,2,A
979,14,2,27,5,2,B
7255,13,3,26,7,2,A
4213,13,2,28,5,2,A
2500,14,2,26,5,2,A
1959,13,2,26,7,2,A
7595,15,2,25,5,2,A
8851,13,1,27,4,1,A
2880,13,2,27,6,2,A
289,14,2,26,5,2,A
4323,14,2,27,5,2,A
3928,14,2,27,5,2,A
7458,16,3,26,4,2,A
5195,15,3,26,6,2,B
2376,14,2,26,4,2,A
5662,12,2,28,4,2,B
1462,16,3,25,6,2,A
2400,14,2,26,6,2,B
8421,14,3,26,6,3,B
2333,13,1,26,4,2,B
4945,15,2,26,6,2,A
3175,14,3,27,6,2,B
871,16,2,26,4,2,A
3516,15,3,27,6,3,B
749,12,2,26,5,2,B
6136,14,2,26,5,2,A
2468,14,3,26,6,2,B
1221,14,2,27,6,2,B
8052,14,2,26,5,2,A
966,14,3,27,6,3,B
6944,16,3,26,3,2,A
2051,14,2,26,6,2,A
2752,13,2,27,5,2,A
9394,14,2,26,4,2,A
3991,14,2,26,5,2,B
7199,15,3,26,6,2,B
87,17,4,25,4,3,A
8382,14,2,26,5,2,B
294,14,3,26,6,2,B
2679,13,2,27,5,2,B
4780,12,2,27,5,3,B
8234,13,1,27,6,2,A
1853,13,2,26,6,2,A
5260,13,1,27,5,2,A
3517,15,3,27,8,2,A
5708,16,3,26,4,2,A
8834,15,3,26,5,2,A
3600,13,3,26,6,2,B
3515,14,2,26,6,2,A
4129,13,3,27,8,2,B
6294,13,3,26,7,3,B
1109,14,2,27,5,2,B
8668,13,3,25,7,3,B
3936,13,3,27,8,2,B
6412,14,2,26,5,2,A
3083,12,1,26,6,1,A
1977,13,2,26,8,2,A
6835,14,2,26,6,2,A
8412,12,2,27,3,3,B
964,15,2,26,5,1,A
545,15,2,26,5,2,A
4274,13,3,26,7,2,B
4611,13,2,26,7,2,A
8199,13,3,26,7,3,B
5209,15,3,26,5,2,B
9566,13,3,27,6,2,B
6214,12,2,27,6,2,B
3002,12,2,27,7,2,A
2947,14,2,27,6,2,B
6182,15,2,26,5,2,A
6603,16,3,27,6,2,B
1377,14,2,26,6,2,B
2602,14,2,26,6,2,A
4609,13,2,25,8,1,A
7442,14,2,27,3,2,A
520,14,3,26,5,2,A
867,15,3,26,6,2,B
8854,15,2,26,4,2,B
7509,16,3,26,5,3,A
4421,15,2,26,5,2,A
9400,14,2,26,6,2,A
3944,14,3,27,4,3,B
752,16,3,26,7,2,B
1732,15,3,26,7,2,B
3357,15,2,26,4,2,A
5682,15,2,26,5,2,A
8288,16,3,26,3,3,A
9175,14,2,26,7,2,A
6977,14,1,26,5,1,A
1537,14,2,26,5,2,B
864,14,2,27,5,2,A
4821,15,3,26,7,2,B
8013,15,2,26,4,2,A
5151,13,3,26,6,3,B
7424,15,2,26,5,2,B
8417,14,3,26,7,2,B
1562,15,3,26,5,2,A
7403,15,2,27,7,2,B
6430,14,2,26,5,2,A
7786,11,2,26,6,3,B
3589,14,2,26,6,1,A
6775,12,1,27,7,1,A
343,13,2,26,4,2,B
1008,12,2,26,6,3,A
3646,13,2,27,4,2,B
797,11,1,27,8,2,A
8839,13,2,27,6,2,A
1622,14,1,26,4,2,A
80,14,2,27,4,2,B
826,15,2,26,4,2,A
4167,13,2,27,5,2,B
1677,13,2,26,8,2,A
9267,13,2,26,4,2,B
7835,12,1,26,8,1,A
6669,14,1,26,6,1,A
6282,11,1,27,9,1,A
7436,13,3,26,6,3,B
9659,13,1,27,3,1,A
8879,13,2,26,7,2,B
4172,15,3,27,8,2,B
8728,11,2,27,6,2,B
3263,14,2,26,6,2,B
6486,12,2,26,6,2,B
9611,13,3,27,6,3,B
1506,14,3,26,6,2,B
3504,14,2,27,5,2,B
4676,14,2,26,5,2,A
3912,15,3,26,5,2,A
7744,15,2,26,3,2,A
2089,15,3,26,6,2,B
678,16,3,26,7,2,B
6809,14,2,26,4,2,A
9701,13,3,26,9,2,A
8788,13,3,26,6,2,B
6519,15,3,25,5,2,A
3769,15,3,26,7,2,A
8142,15,1,26,2,2,A
1800,12,2,26,7,2,B
1093,16,3,25,3,2,A
4303,14,2,26,5,2,B
4779,15,3,27,6,2,A
5887,12,2,26,5,2,B
6955,16,2,26,3,2,A
9464,14,2,26,4,2,B
395,13,2,27,5,2,B
5979,12,1,27,6,1,A
7807,15,2,26,5,2,B
9172,15,3,26,4,2,A
9688,15,2,26,3,2,A
8396,13,3,26,6,2,B
3014,12,1,26,4,2,B
5367,14,3,26,5,2,B
187,15,2,26,7,1,B
9063,13,3,26,7,2,B
237,15,3,26,6,2,B
6273,12,1,27,7,2,A
4971,13,3,27,6,3,A
7139,14,3,26,6,2,B
9790,12,2,26,7,2,B
7750,12,1,27,3,2,B
3494,15,2,27,4,2,B
1738,13,2,27,7,2,B
9153,14,1,26,5,1,A
6787,14,2,26,6,2,A
2861,14,2,26,6,1,A
6604,14,2,26,5,2,A
5130,14,2,27,4,2,B
2865,11,2,27,9,2,A
4296,13,2,27,3,2,B
7679,13,2,26,9,2,A
4681,13,2,26,5,2,A
4928,14,2,27,7,2,B
3648,13,2,26,5,3,B
1613,16,2,27,3,2,B
1329,14,3,26,7,2,B
4363,15,2,27,4,2,B
1139,13,2,26,6,2,B
6171,14,1,27,3,2,A
9506,14,3,26,7,2,B
4983,14,2,27,5,2,B
2877,13,2,26,5,2,B
2047,15,2,26,6,2,B
3401,16,2,25,3,2,A
2352,14,2,26,7,2,A
9921,13,2,27,5,2,B
669,13,2,26,4,2,B
1982,14,2,26,6,2,B
3386,12,1,27,3,2,A
1494,14,2,27,5,2,A
4763,14,1,26,4,1,A
1551,14,3,27,5,3,B
4617,15,2,26,5,1,A
1957,12,2,27,7,2,A
2699,14,3,26,5,2,B
490,12,2,27,5,3,B
2777,13,2,27,4,3,B
1138,14,2,27,6,2,B
5294,12,2,27,8,2,A
6076,14,2,26,6,2,B
3659,14,1,27,5,1,A
6972,14,2,27,6,2,B
9915,15,2,26,6,2,B
5893,12,2,27,6,2,A
1735,12,2,27,4,2,B
6605,15,2,27,4,2,A
9700,13,2,27,6,2,B
4560,16,2,27,2,2,A
7103,15,2,26,5,2,A
2019,12,1,27,8,2,A
5847,15,3,26,8,2,B
1769,13,2,27,6,2,B
7599,13,2,26,5,2,B
3073,14,1,27,5,2,A
5587,16,2,27,3,2,B
687,14,2,26,5,2,A
3145,13,3,26,7,3,B
3003,15,3,27,6,2,B
588,12,2,27,7,2,B
3828,15,2,27,5,2,B
5521,13,2,26,6,2,B
6926,14,3,25,7,2,B
6464,14,2,26,4,2,B
7575,14,3,26,6,3,B
6324,14,3,27,4,3,B
6570,14,2,26,5,2,A
5285,15,2,26,3,2,A
8748,14,2,27,3,2,B
5413,14,3,27,5,2,B
1505,14,2,26,4,2,A
8493,13,3,26,6,3,B
5323,14,2,26,7,2,A
5147,13,2,27,6,2,A
5221,14,3,26,6,2,A
7140,13,2,26,5,2,A
1096,15,2,27,5,2,B
6315,13,3,26,7,2,B
8671,15,3,26,8,2,A
2766,14,2,26,7,2,A
9893,14,2,26,4,2,A
807,12,1,27,6,1,B
4431,14,2,28,4,2,B
1257,14,3,26,7,2,B
744,13,2,26,7,2,A
6409,13,2,27,7,2,A
8164,13,2,26,3,2,B
2621,15,3,26,8,2,B
9925,15,3,26,5,2,A
4380,14,3,27,6,2,A
7637,14,3,27,7,2,B
5913,15,3,26,5,2,A
6489,14,2,27,5,2,A
1417,13,2,25,6,2,B
8151,14,3,26,7,2,B
9014,14,2,27,5,2,B
318,14,3,26,6,2,A
6499,13,1,27,5,2,A
1636,15,2,26,5,2,A
7873,11,3,26,5,3,B
3307,14,2,27,6,2,B
7179,15,2,27,5,2,A
4405,16,3,26,6,2,B
1158,14,2,26,6,2,A
8195,16,3,25,3,2,A
5673,16,2,26,4,2,A
2537,14,2,26,4,2,A
8240,11,1,26,9,1,A
9443,15,2,26,4,2,A
8635,15,3,25,7,2,B
7944,14,2,26,5,1,A
2202,13,2,26,5,2,B
330,13,2,27,5,3,B
5185,13,3,26,5,3,B
4360,12,1,27,8,1,A
755,16,2,26,6,2,B
2180,12,1,27,7,1,A
2890,14,1,27,3,2,A
616,14,3,26,8,3,B
3098,15,2,26,5,2,B
8564,13,2,26,5,2,B
1372,15,1,26,3,1,A
3670,16,2,25,4,2,A
1684,14,3,26,6,3,B
3865,13,2,27,4,3,B
3232,12,1,27,6,1,A
5094,11,2,27,8,2,A
9597,13,1,27,3,2,B
8862,16,2,27,4,2,B
2567,12,1,26,8,1,A
6206,15,2,27,5,2,B
7370,12,2,26,5,2,B
1133,15,2,26,3,2,B
7996,14,2,26,4,2,A
8438,13,2,27,5,2,B
205,16,2,26,2,2,A
3303,15,1,26,2,1,A
6824,14,2,27,4,2,A
7826,12,2,27,8,2,A
203,13,1,27,5,1,A
5834,11,1,27,6,1,A
6388,12,2,27,2,3,B
8610,15,2,27,5,2,B
4533,13,2,27,6,2,B
996,16,3,27,7,2,A
356,13,2,26,6,2,B
8784,13,2,27,7,2,A
6368,15,2,26,4,2,A
4347,15,2,26,4,2,A
6936,13,2,26,5,2,B
466,14,3,26,7,2,B
7645,14,3,26,6,2,B
6277,14,2,26,4,2,B
5781,13,2,26,4,2,B
1182,14,1,27,3,2,A
93,16,2,26,3,2,A
6993,14,3,26,5,3,B
5795,14,2,26,7,2,A
5971,14,3,27,8,2,B
9234,15,2,26,4,2,A
4868,16,3,26,7,2,B
2572,13,2,26,4,2,B
5908,14,2,26,6,2,A
3481,13,3,26,7,2,B
7590,15,3,27,5,2,B
4478,14,3,26,7,2,A
3721,12,2,26,5,2,B
572,15,3,26,5,2,B
2968,13,2,27,5,2,A
8286,15,2,26,6,2,B
2498,15,3,26,6,2,B
7566,15,2,26,2,2,A
7992,13,2,26,6,2,B
103,15,2,27,5,2,B
4376,13,2,27,5,2,A
9852,15,1,26,4,1,A
208,15,1,26,2,1,A
651,14,2,26,7,1,A
8036,15,2,27,6,2,B
1020,16,3,26,4,2,A
9259,14,2,26,5,2,B
5551,12,2,27,8,2,A
1948,13,3,26,5,3,B
6891,15,3,26,6,2,B
505,14,2,26,6,2,B
1952,13,2,26,6,2,B
8274,15,2,27,6,2,B
3492,15,2,27,6,2,B
5029,14,2,26,7,2,A
2750,14,3,27,4,3,B
8186,14,3,26,5,2,B
5945,15,2,26,5,2,B
2643,14,2,27,4,2,A
6545,13,3,26,5,3,B
8524,15,2,26,6,2,B
8602,13,2,27,6,2,A
8663,13,2,27,5,2,B
8979,14,3,25,6,2,A
2191,14,2,26,6,2,B
3709,15,2,27,4,2,A
649,15,3,26,5,2,A
7722,16,2,26,4,2,A
4552,13,2,27,6,2,B
6613,15,3,26,5,2,B
3500,14,3,26,6,2,B
2991,15,2,27,5,2,B
4685,14,2,27,5,2,A
7521,13,2,26,5,2,B
7822,14,3,26,5,2,A
2897,14,2,26,7,2,A
1910,15,2,26,5,2,A
9493,12,2,26,5,2,B
9202,14,2,27,5,2,B
7045,12,2,27,6,2,B
4557,14,1,27,3,2,A
5729,13,2,26,6,2,A
4322,15,3,26,6,2,B
7923,15,2,27,4,2,A
3872,14,3,26,6,2,B
2996,14,2,26,6,2,A
7399,14,2,26,5,2,B
9244,15,2,26,4,2,A
6871,13,3,26,7,2,B
7346,13,2,26,5,2,B
604,14,2,27,7,2,B
3658,16,3,26,6,2,B
3485,11,2,26,4,3,B
4165,15,2,27,4,2,B
2491,14,2,26,6,2,B
3861,14,2,26,5,2,B
9345,15,3,25,6,2,A
2941,13,2,26,8,2,A
7344,14,2,27,4,2,B
1647,16,2,26,3,2,A
5466,13,2,27,7,1,A
997,14,3,26,6,3,B
3422,15,2,26,4,2,A
8925,13,2,27,4,2,B
105,16,3,25,5,2,B
9363,16,3,26,7,2,B
9806,13,2,26,8,2,A
1089,14,2,26,5,2,A
8422,16,3,27,8,2,B
1638,13,2,26,4,3,B
6984,13,3,26,6,3,B
2435,15,4,26,8,3,B
9317,15,2,25,6,2,A
9358,15,2,26,4,1,B
8816,15,2,27,4,2,B
1570,15,2,26,4,2,A
8529,13,2,26,8,2,A
2974,13,2,26,7,2,A
4858,15,2,26,5,2,A
9620,14,2,26,5,2,B
7513,13,2,26,6,3,B
5454,14,2,26,6,1,A
834,14,2,27,5,2,A
8160,15,2,27,6,1,B
2420,12,2,26,4,3,B
3260,13,1,27,6,1,A
4684,13,1,27,6,2,A
4209,14,1,26,4,1,A
5723,13,2,26,8,1,A
4721,14,2,26,6,2,B
6742,11,2,26,6,3,B
6564,14,3,26,7,2,B
7644,14,2,27,4,3,B
4881,14,1,27,5,2,A
7500,16,3,26,5,2,A
4248,15,2,26,5,2,A
830,16,2,26,3,2,A
769,14,2,27,6,2,B
3408,13,2,26,5,2,B
675,13,2,26,6,2,A
2092,15,2,26,5,2,A
9612,13,3,26,7,2,B
4456,14,2,26,6,2,A
1448,15,2,26,4,2,A
9653,15,2,27,7,1,B
2358,15,3,26,6,2,B
8507,12,3,26,6,3,B
2267,13,2,27,6,2,A
1245,15,2,26,5,2,A
4737,14,1,26,5,1,A
7754,15,2,27,5,2,B
9902,15,2,26,5,2,A
6309,14,2,27,4,2,A
3564,13,2,27,6,2,A
3426,15,3,25,7,2,A
4299,15,2,26,6,2,A
6651,12,3,26,6,3,A
9415,14,2,27,5,2,A
7877,15,3,26,6,2,B
8772,13,1,26,6,1,A
3662,14,2,26,5,2,A
7236,14,2,26,6,2,B
8521,15,2,27,2,2,A
1662,15,2,26,4,2,A
8405,14,2,27,5,2,A
2946,18,2,26,5,1,B
9262,15,3,26,5,2,A
464,14,2,26,5,2,B
5073,15,2,27,4,2,B
1761,14,3,25,5,2,B
6471,13,2,27,6,2,A
5894,13,2,26,5,3,B
7729,12,2,27,5,2,B
7648,14,2,26,7,1,A
8407,16,3,26,3,2,A
6715,14,2,26,4,2,B
9431,14,1,26,6,1,A
7843,13,2,27,5,2,B
9123,15,2,26,5,2,A
4345,13,1,27,6,1,A
7749,13,2,27,5,2,B
3835,14,2,26,4,2,A
3041,12,1,27,6,2,A
7538,16,3,26,5,2,B
7883,13,1,26,5,1,B
1344,14,3,26,6,3,B
7604,16,3,26,5,2,B
8565,13,2,27,7,2,B
9079,13,3,26,6,3,B
8169,15,3,26,7,2,B
9654,15,2,26,4,2,A
5281,15,3,27,5,2,A
6594,13,2,26,3,2,B
5748,12,2,27,7,2,A
90,14,2,26,7,2,B
8410,10,0,27,8,1,A
5595,13,2,27,5,2,B
4015,14,3,27,6,3,B
8331,14,3,26,8,2,B
6183,14,3,26,6,2,B
481,14,3,26,6,2,B
3689,14,3,26,5,2,B
8703,13,2,26,6,2,B
188,14,2,26,4,2,B
7968,15,2,27,3,2,A
3080,12,1,27,3,2,B
9553,13,2,27,5,2,B
415,14,2,27,3,2,B
2380,14,2,27,7,2,B
9993,15,2,26,5,2,B
4339,15,2,26,5,2,A
7516,15,2,26,5,2,A
7124,13,2,26,6,2,B
4330,13,2,27,5,2,B
5159,13,2,27,5,2,A
6828,15,3,26,5,2,A
2943,13,3,26,5,2,B
5589,14,3,26,6,2,B
4692,13,2,27,5,2,B
3935,12,2,27,4,2,B
3267,13,2,27,7,2,A
5479,15,2,27,6,2,B
8865,13,2,26,4,2,B
2578,16,3,26,7,2,B
5552,14,2,26,6,2,A
6821,15,2,26,4,2,A
3750,14,3,26,7,2,B
1331,14,2,27,3,2,A
9326,13,2,26,7,2,A
6260,15,2,26,5,2,A
2379,13,2,26,8,1,B
3779,14,2,27,6,2,B
3852,11,2,27,7,2,A
3718,13,3,26,7,3,A
5451,14,2,26,5,2,B
9721,13,2,26,7,2,B
6406,16,2,26,7,1,B
6132,14,2,27,6,2,B
5916,14,2,26,5,2,B
9774,15,2,26,6,2,B
5952,12,1,27,4,2,B
170,15,3,26,5,2,A
4513,16,3,26,4,2,A
6556,14,3,26,8,2,A
65,15,2,26,4,2,A
9241,14,2,26,6,2,A
5616,14,2,26,6,2,A
4102,14,2,26,7,2,B
2229,15,3,26,6,2,B
1547,14,2,25,6,2,A
3121,15,3,25,8,2,B
7171,14,3,26,6,2,B
9369,15,3,26,6,2,B
7293,14,2,26,6,2,A
9270,13,2,27,5,2,B
8104,14,2,27,4,2,B
9739,14,2,26,4,2,A
3560,14,3,26,4,3,B
3710,13,2,26,6,3,B
287,14,3,26,7,2,B
8724,15,3,26,6,2,B
5906,13,2,26,5,2,B
1999,14,2,27,4,2,B
6527,15,2,25,7,2,B
7995,13,2,26,7,2,A
3338,14,2,26,6,2,B
6935,13,3,26,7,3,B
1620,14,2,27,3,2,A
8161,15,2,26,5,2,A
1895,13,2,27,9,2,A
6098,14,2,26,6,2,A
7266,16,2,25,3,2,A
1313,15,2,26,4,2,A
6433,13,2,26,8,2,A
1852,12,2,26,9,2,A
7023,14,2,26,6,2,A
3361,15,2,26,4,2,B
3415,14,2,26,5,2,B
7478,13,2,27,6,2,A
1787,13,3,26,7,3,B
2244,16,2,27,2,2,A
414,15,2,26,6,2,A
2055,15,3,26,7,2,A
9453,14,2,27,5,2,B
6232,13,2,27,6,2,A
8964,14,3,26,5,3,A
9035,15,2,26,6,2,A
2404,12,1,28,5,2,A
396,14,2,27,5,2,A
579,14,2,27,5,2,B
5441,14,3,26,6,2,A
758,13,2,27,5,2,B
1005,15,2,26,5,2,B
7419,13,2,26,5,2,B
1986,13,2,26,7,2,A
7767,14,2,27,5,2,A
1443,14,2,26,6,2,A
6653,15,3,26,5,2,A
8102,14,3,26,6,3,B
4009,17,3,26,3,3,A
4230,16,3,26,4,2,A
9316,15,3,26,8,2,B
7533,12,2,27,8,2,A
3405,15,2,26,3,2,A
447,14,3,26,8,2,B
2564,13,1,27,4,2,A
9484,15,2,26,6,1,B
3266,14,3,26,7,3,B
9018,13,2,27,5,2,B
6873,16,2,26,3,2,A
8229,13,2,26,6,2,A
3587,13,2,26,7,2,A
6841,17,2,25,2,2,A
1619,12,2,26,7,1,A
1629,14,2,26,6,2,A
1425,15,2,26,5,2,A
6616,14,3,26,7,3,B
6508,14,2,27,3,2,A
5652,13,3,26,8,3,B
3539,13,2,27,6,2,A
5255,14,3,26,8,2,B
6482,16,2,25,3,2,A
5950,13,2,27,6,1,A
3007,12,3,26,6,3,B
7659,13,1,27,6,1,A
5240,14,3,26,6,2,B
6230,13,1,27,6,1,A
5476,15,3,26,5,2,B
9864,15,2,26,4,2,B
7234,15,2,26,5,2,B
4160,12,2,26,4,2,B
4050,15,2,26,3,2,A
8522,13,2,26,5,2,B
6572,13,2,26,7,2,A
2466,14,2,27,6,2,B
7977,13,3,26,7,2,A
371,13,1,27,5,1,A
4957,14,2,26,6,2,A
435,15,2,26,3,2,B
8746,12,1,27,6,1,A
7501,15,2,26,4,2,A
4387,14,2,27,4,2,A
7013,14,2,27,5,2,B
6990,14,2,26,6,2,A
1452,14,2,26,4,2,B
5279,12,2,27,4,3,B
9551,15,2,26,5,1,A
4208,13,1,27,6,1,A
9451,12,1,27,5,2,B
7387,13,2,26,5,2,B
4429,14,2,26,4,2,B
5134,14,2,27,5,2,B
257,15,3,26,5,2,A
8525,15,2,26,5,2,A
8803,14,3,26,7,2,A
1079,14,2,27,5,2,A
2738,16,2,26,3,2,A
5123,14,2,26,6,2,A
5348,16,2,26,5,2,B
4078,13,3,27,5,3,B
5580,14,2,26,5,2,B
7975,14,2,27,4,2,A
9837,15,2,26,4,2,A
9546,13,2,26,3,2,B
9592,14,3,26,6,2,B
559,14,2,27,4,2,B
7900,13,2,26,6,1,A
873,15,2,26,5,2,B
4568,13,2,26,4,2,B
995,12,2,26,5,3,A
7502,13,2,26,6,2,B
8895,13,3,26,5,3,B
2560,14,2,26,6,2,A
4815,13,2,26,7,2,A
8628,15,2,26,6,2,B
1569,14,2,26,5,2,B
3898,15,3,27,6,3,B
2447,15,3,26,6,2,B
1111,14,2,27,5,2,B
5993,14,3,26,5,2,B
4181,15,1,27,3,2,A
9376,14,2,26,5,2,A
7157,14,2,26,5,2,A
895,13,2,26,5,2,B
880,13,2,26,5,2,B
8040,14,2,26,6,2,A
2524,14,2,26,5,2,A
3319,14,1,26,6,1,A
3375,14,3,26,6,3,B
1267,15,1,26,3,1,A
6329,14,2,27,6,2,B
8872,14,2,27,4,2,A
1627,14,3,26,6,2,A
5069,13,2,27,3,2,B
7215,13,2,27,6,2,A
6227,15,2,27,5,2,B
6002,14,2,26,5,2,B
2251,14,3,26,6,2,B
4196,14,3,26,5,3,B
5968,12,2,27,8,2,A
1352,13,2,26,6,2,B
6133,13,2,26,8,2,A
1057,12,1,27,6,2,A
5060,14,2,27,4,2,B
353,13,2,26,4,2,B
7445,13,2,27,5,2,A
5131,13,2,27,6,3,B
1660,13,2,27,6,2,B
7225,14,2,27,5,2,A
253,13,3,25,7,2,B
1273,15,2,27,5,2,B
3269,13,2,26,5,2,B
1980,13,1,27,3,2,B
6243,16,3,25,4,2,A
1979,14,2,27,5,2,B
1869,15,2,27,2,2,B
6363,13,2,27,7,2,A
1190,15,3,27,4,2,A
9642,16,3,26,4,2,A
8168,13,1,27,3,2,B
1480,14,2,27,4,2,A
8900,14,2,26,6,2,A
1227,15,2,26,5,2,B
2921,13,2,27,4,2,B
3871,15,2,27,5,2,B
4366,13,2,26,5,2,B
4045,14,2,26,4,2,A
2022,15,2,26,4,2,A
4741,15,3,26,7,2,B
8420,15,2,26,5,2,B
1073,12,2,26,5,3,B
8629,14,3,27,6,3,B
3888,14,2,26,5,2,A
8087,14,2,26,5,1,A
4581,14,2,27,5,2,B
6172,14,2,26,6,2,A
2708,12,2,27,4,3,B
4703,13,2,27,6,2,B
4315,14,3,26,8,2,B
